id_cyc_unico,start_time,end_time,lat,lon,time,source,x_pix,y_pix,idorig
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,42.769,14.326,2014-01-21 07:00:00,CL7,633,79,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,42.764,14.41,2014-01-21 08:00:00,CL7,635,79,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,42.824,14.54,2014-01-21 09:00:00,CL7,638,77,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,42.947,14.706,2014-01-21 10:00:00,CL7,642,75,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,43.073,14.863,2014-01-21 11:00:00,CL7,646,72,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,43.155,14.982,2014-01-21 12:00:00,CL7,649,70,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,43.192,15.057,2014-01-21 13:00:00,CL7,651,69,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,43.195,15.065,2014-01-21 14:00:00,CL7,651,69,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,43.165,15.018,2014-01-21 15:00:00,CL7,650,70,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,43.11,14.969,2014-01-21 16:00:00,CL7,649,71,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,43.046,14.95,2014-01-21 17:00:00,CL7,648,72,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,42.987,14.966,2014-01-21 18:00:00,CL7,649,74,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,42.936,15.012,2014-01-21 19:00:00,CL7,650,75,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,42.903,15.071,2014-01-21 20:00:00,CL7,652,76,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,42.877,15.143,2014-01-21 21:00:00,CL7,654,76,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,42.835,15.242,2014-01-21 22:00:00,CL7,656,77,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,42.78,15.35,2014-01-21 23:00:00,CL7,659,79,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,42.732,15.444,2014-01-22 00:00:00,CL7,662,80,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,42.702,15.533,2014-01-22 01:00:00,CL7,664,81,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,42.685,15.629,2014-01-22 02:00:00,CL7,667,81,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,42.677,15.727,2014-01-22 03:00:00,CL7,669,81,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,42.672,15.823,2014-01-22 04:00:00,CL7,672,81,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,42.659,15.916,2014-01-22 05:00:00,CL7,674,82,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,42.634,15.993,2014-01-22 06:00:00,CL7,676,82,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,42.611,16.03,2014-01-22 07:00:00,CL7,677,83,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,42.61,16.024,2014-01-22 08:00:00,CL7,677,83,1430
7001430,2014-01-18 21:00:00,2014-01-22 09:00:00,42.62,16.0,2014-01-22 09:00:00,CL7,677,83,1430
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,32.61,10.44,2014-11-05 23:00:00,CL7,536,338,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,32.836,10.681,2014-11-06 00:00:00,CL7,543,331,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,33.119,10.889,2014-11-06 01:00:00,CL7,549,323,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,33.448,11.076,2014-11-06 02:00:00,CL7,555,314,1461
7001461,2014-11-05 23:00:00,2014-11-10 10:00:00,33.791,11.261,2014-11-06 03:00:00,CL7,560,305,1461
